Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,84341,-,-,-,34.13,-118.14,-8,240,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.1.1
Year,Month,Day,Hour,Minute,DNI,DHI,GHI,Dew Point,Temperature,Pressure,Relative Humidity,Wind Direction,Wind Speed,Surface Albedo
2019,1,1,0,30,0,0,0,-6,3.5,972,49.72,47,4,0.14
2019,1,1,1,30,0,0,0,-6,3.1,973,51.160000000000004,45,3.9000000000000004,0.14
2019,1,1,2,30,0,0,0,-6.2,3,973,50.79,46,4.2,0.14
2019,1,1,3,30,0,0,0,-6.9,2.9000000000000004,973,48.52,47,4.4,0.14
2019,1,1,4,30,0,0,0,-7,2.7,974,48.74,47,4.3,0.14
2019,1,1,5,30,0,0,0,-7,2.5,975,49.43,47,4,0.14
2019,1,1,6,30,0,0,0,-7,2.9000000000000004,976,48.01,47,4.1000000000000005,0.14
2019,1,1,7,30,47,29,33,-6.9,4.7,976,42.7,47,4.9,0.14
2019,1,1,8,30,795,47,251,-7.1000000000000005,7.300000000000001,977,35.29,47,6.1000000000000005,0.14
2019,1,1,9,30,911,59,418,-8.200000000000001,9.4,978,28.060000000000002,47,6.800000000000001,0.14
2019,1,1,10,30,963,66,538,-9.1,10.700000000000001,977,23.96,44,6.7,0.14
2019,1,1,11,30,984,70,600,-9.600000000000001,11.4,977,22.080000000000002,40,6.4,0.14
2019,1,1,12,30,978,72,595,-9.700000000000001,11.700000000000001,976,21.47,36,6.2,0.14
2019,1,1,13,30,944,71,525,-9.600000000000001,11.700000000000001,976,21.57,35,5.9,0.14
2019,1,1,14,30,878,65,397,-9.600000000000001,11.3,975,22.21,34,5.300000000000001,0.14
2019,1,1,15,30,739,52,226,-9.200000000000001,10.9,975,23.5,33,4.9,0.14
2019,1,1,16,30,370,25,49,-7.1000000000000005,6.800000000000001,976,36.34,32,3,0.14
2019,1,1,17,30,0,0,0,-6.5,5.1000000000000005,977,42.76,32,2.8000000000000003,0.14
2019,1,1,18,30,0,0,0,-6.4,4.3,977,45.58,33,2.6,0.14
2019,1,1,19,30,0,0,0,-6.4,4,978,46.5,34,2.5,0.14
2019,1,1,20,30,0,0,0,-6.300000000000001,4,978,46.96,37,2.3000000000000003,0.14
2019,1,1,21,30,0,0,0,-6.300000000000001,4.1000000000000005,977,46.75,39,2.1,0.14
2019,1,1,22,30,0,0,0,-6.300000000000001,4.2,977,46.46,40,2,0.14
2019,1,1,23,30,0,0,0,-6.2,4.4,977,46.02,38,2,0.14
2019,1,2,0,30,0,0,0,-6.300000000000001,4.4,977,45.730000000000004,34,2,0.14
2019,1,2,1,30,0,0,0,-6.800000000000001,4.4,977,44.18,27,1.9000000000000001,0.14
2019,1,2,2,30,0,0,0,-7.300000000000001,4.1000000000000005,977,43.25,20,1.9000000000000001,0.14
2019,1,2,3,30,0,0,0,-7.5,3.9000000000000004,977,43.07,18,2.1,0.14
2019,1,2,4,30,0,0,0,-7.6000000000000005,3.8000000000000003,977,43.06,20,2.2,0.14
2019,1,2,5,30,0,0,0,-7.800000000000001,3.8000000000000003,978,42.51,21,2,0.14
2019,1,2,6,30,0,0,0,-8.1,4.4,979,39.7,23,1.7000000000000002,0.14
2019,1,2,7,30,388,26,60,-7.4,6.7,980,35.82,30,2,0.14
2019,1,2,8,30,758,45,239,-7.5,9.700000000000001,980,28.94,43,2.9000000000000004,0.14
2019,1,2,9,30,890,54,405,-9.8,11.9,980,21,53,3.4000000000000004,0.14
2019,1,2,10,30,939,65,526,-9.9,13.5,979,18.69,58,3.2,0.14
2019,1,2,11,30,959,70,587,-9.700000000000001,14.600000000000001,978,17.71,63,2.5,0.14
2019,1,2,12,30,949,73,582,-9.200000000000001,15.3,977,17.55,74,1.6,0.14
2019,1,2,13,30,909,74,512,-8,15.3,977,19.3,94,0.8,0.14
2019,1,2,14,30,835,68,386,-6.800000000000001,14.600000000000001,977,22.13,169,0.6000000000000001,0.14
2019,1,2,15,30,686,54,218,-4.1000000000000005,14,978,28.400000000000002,229,0.7000000000000001,0.14
2019,1,2,16,30,305,27,47,-1.6,9.9,979,44.79,245,1,0.14
2019,1,2,17,30,0,0,0,-2,8.5,979,47.61,261,0.8,0.14
2019,1,2,18,30,0,0,0,-1.7000000000000002,7.9,979,50.88,291,0.7000000000000001,0.14
2019,1,2,19,30,0,0,0,-1.7000000000000002,7.4,979,52.34,332,0.7000000000000001,0.14
2019,1,2,20,30,0,0,0,-2,6.9,979,52.99,185,0.9,0.14
2019,1,2,21,30,0,0,0,-2.4000000000000004,6.2,979,54.120000000000005,24,1.2000000000000002,0.14
2019,1,2,22,30,0,0,0,-2.8000000000000003,5.5,979,55.17,38,1.5,0.14
2019,1,2,23,30,0,0,0,-3.1,4.9,979,56.14,46,1.8,0.14
2019,1,3,0,30,0,0,0,-3.5,4.6000000000000005,978,55.51,49,2.1,0.14
2019,1,3,1,30,0,0,0,-4.1000000000000005,4.3,978,54.43,48,2.3000000000000003,0.14
2019,1,3,2,30,0,0,0,-4.3,4.1000000000000005,978,54.28,47,2.4000000000000004,0.14
2019,1,3,3,30,0,0,0,-4.3,4,978,54.68,46,2.5,0.14
2019,1,3,4,30,0,0,0,-4.3,3.9000000000000004,978,55.15,48,2.6,0.14
2019,1,3,5,30,0,0,0,-4.4,3.9000000000000004,978,54.85,50,2.7,0.14
2019,1,3,6,30,0,0,0,-4.5,4.6000000000000005,979,51.68,53,2.9000000000000004,0.14
2019,1,3,7,30,373,29,61,-4.2,7.2,979,44.1,57,3.5,0.14
2019,1,3,8,30,773,48,246,-4.2,10.5,979,35.25,67,3.7,0.14
2019,1,3,9,30,893,60,412,-5.2,13.3,979,27.3,92,3,0.14
2019,1,3,10,30,949,65,532,-6.300000000000001,15.4,978,21.84,124,2.1,0.14
2019,1,3,11,30,970,70,594,-6.4,16.5,977,20.2,149,1.6,0.14
2019,1,3,12,30,968,69,590,-5.800000000000001,17.1,976,20.44,163,1.4000000000000001,0.14
2019,1,3,13,30,939,67,522,-4.9,17.3,975,21.59,171,1.3,0.14
2019,1,3,14,30,872,61,395,-4.1000000000000005,16.6,975,23.94,187,1.2000000000000002,0.14
2019,1,3,15,30,732,49,225,-0.7000000000000001,16.1,975,31.68,199,1.1,0.14
2019,1,3,16,30,373,25,51,0.7000000000000001,12.100000000000001,975,45.74,239,0.8,0.14
2019,1,3,17,30,0,0,0,0.1,10.4,976,48.99,281,0.7000000000000001,0.14
2019,1,3,18,30,0,0,0,0.6000000000000001,9.200000000000001,976,54.95,324,0.7000000000000001,0.14
2019,1,3,19,30,0,0,0,0.7000000000000001,8.4,976,58.26,177,0.7000000000000001,0.14
2019,1,3,20,30,0,0,0,0.4,7.800000000000001,976,59.52,22,0.9,0.14
2019,1,3,21,30,0,0,0,-0.1,7.300000000000001,976,59.49,39,1,0.14
2019,1,3,22,30,0,0,0,-0.6000000000000001,6.9,975,58.85,45,1,0.14
2019,1,3,23,30,0,0,0,-1,6.5,975,58.6,43,1.1,0.14
2019,1,4,0,30,0,0,0,-1.4000000000000001,6.2,974,58.07,41,1.3,0.14
2019,1,4,1,30,0,0,0,-1.9000000000000001,6,974,56.980000000000004,45,1.3,0.14
2019,1,4,2,30,0,0,0,-2.4000000000000004,6,974,54.85,52,1.3,0.14
2019,1,4,3,30,0,0,0,-2.8000000000000003,6.1000000000000005,973,53.02,60,1.3,0.14
2019,1,4,4,30,0,0,0,-3,6,974,52.67,70,1.5,0.14
2019,1,4,5,30,0,0,0,-3,5.9,974,52.76,80,1.6,0.14
2019,1,4,6,30,0,0,0,-3.1,6.4,974,50.61,87,1.6,0.14
2019,1,4,7,30,334,29,58,-2.3000000000000003,9,974,44.94,91,1.5,0.14
2019,1,4,8,30,676,59,232,-0.5,12.4,975,41,105,1.8,0.14
2019,1,4,9,30,845,67,401,-0.30000000000000004,14.700000000000001,974,35.79,125,2.1,0.14
2019,1,4,10,30,926,69,525,0.7000000000000001,16.400000000000002,973,34.4,135,2.3000000000000003,0.14
2019,1,4,11,30,948,73,587,0.30000000000000004,17.6,972,30.98,147,2.4000000000000004,0.14
2019,1,4,12,30,942,74,583,-0.30000000000000004,18.2,971,28.6,163,2.5,0.14
2019,1,4,13,30,909,73,515,-0.9,18.1,971,27.61,173,2.6,0.14
2019,1,4,14,30,838,65,388,-1,17.1,971,29.19,180,2.4000000000000004,0.14
2019,1,4,15,30,700,53,223,0.5,16.400000000000002,971,34.1,184,2.1,0.14
2019,1,4,16,30,343,26,51,3,11.5,971,55.99,214,0.9,0.14
2019,1,4,17,30,0,0,0,3.4000000000000004,10.200000000000001,972,62.89,251,0.5,0.14
2019,1,4,18,30,0,0,0,4.5,9.700000000000001,972,70.26,165,0.5,0.14
2019,1,4,19,30,0,0,0,5,9.4,972,74.17,66,1,0.14
2019,1,4,20,30,0,0,0,4.9,9.3,971,73.78,88,1.3,0.14
2019,1,4,21,30,0,0,0,4.5,9.1,971,72.96000000000001,103,1.5,0.14
2019,1,4,22,30,0,0,0,4.1000000000000005,9,971,71.49,118,1.5,0.14
2019,1,4,23,30,0,0,0,3.9000000000000004,8.9,970,70.94,135,1.5,0.14
2019,1,5,0,30,0,0,0,4.2,8.9,970,72.36,146,1.5,0.14
2019,1,5,1,30,0,0,0,4.6000000000000005,8.9,970,74.53,149,1.4000000000000001,0.14
2019,1,5,2,30,0,0,0,4.9,9,970,75.42,148,1.4000000000000001,0.14
2019,1,5,3,30,0,0,0,5.1000000000000005,9,970,76.37,146,1.3,0.14
2019,1,5,4,30,0,0,0,5.2,8.9,970,77.7,147,1.4000000000000001,0.14
2019,1,5,5,30,0,0,0,5.5,8.9,970,79.11,150,1.4000000000000001,0.14
2019,1,5,6,30,0,0,0,5.800000000000001,9,970,80.54,147,1.4000000000000001,0.14
2019,1,5,7,30,0,18,18,6.4,9.5,971,81.02,141,1.5,0.14
2019,1,5,8,30,0,55,55,7.1000000000000005,10.700000000000001,971,78.66,140,2.1,0.14
2019,1,5,9,30,64,159,184,7.800000000000001,11.8,971,76.28,149,3.2,0.14
2019,1,5,10,30,19,174,183,8.6,12.3,971,78.39,161,4.2,0.14
2019,1,5,11,30,41,211,233,9.3,12.3,970,82.08,169,4.5,0.14
2019,1,5,12,30,0,103,103,9.600000000000001,12,970,85.51,173,4.4,0.14
2019,1,5,13,30,0,74,74,9.9,11.8,969,87.94,171,4.1000000000000005,0.14
2019,1,5,14,30,0,68,68,10,11.600000000000001,969,90.11,165,3.7,0.14
2019,1,5,15,30,0,31,31,10.3,11.600000000000001,969,91.53,162,3.5,0.14
2019,1,5,16,30,0,10,10,10.4,11.3,969,94.22,158,3.4000000000000004,0.14
2019,1,5,17,30,0,0,0,10.5,11.3,970,94.83,159,3.6,0.14
2019,1,5,18,30,0,0,0,10.600000000000001,11.4,969,94.93,159,4,0.14
2019,1,5,19,30,0,0,0,10.8,11.4,969,95.88,163,4.1000000000000005,0.14
2019,1,5,20,30,0,0,0,10.9,11.4,969,96.7,175,4,0.14
2019,1,5,21,30,0,0,0,10.9,11.3,969,97.4,191,3.6,0.14
2019,1,5,22,30,0,0,0,10.8,11,969,98.42,204,3.1,0.14
2019,1,5,23,30,0,0,0,10.3,10.5,969,98.48,220,2.6,0.14
2019,1,6,0,30,0,0,0,9.4,9.8,970,97.46000000000001,243,2.2,0.14
2019,1,6,1,30,0,0,0,8.700000000000001,9.1,970,97.22,263,1.9000000000000001,0.14
2019,1,6,2,30,0,0,0,8,8.6,971,96.31,280,1.7000000000000002,0.14
2019,1,6,3,30,0,0,0,7.6000000000000005,8.4,971,94.93,294,1.6,0.14
2019,1,6,4,30,0,0,0,7.4,8.3,971,93.82000000000001,304,1.4000000000000001,0.14
2019,1,6,5,30,0,0,0,7.1000000000000005,8.200000000000001,972,92.83,310,1.3,0.14
2019,1,6,6,30,0,0,0,6.9,8.3,973,90.7,315,1.1,0.14
2019,1,6,7,30,7,27,28,7,8.9,973,87.62,318,1.2000000000000002,0.14
2019,1,6,8,30,109,76,104,7.2,9.8,974,83.92,315,1.6,0.14
2019,1,6,9,30,550,113,331,7,11,975,76.44,304,2,0.14
2019,1,6,10,30,873,81,513,6.2,12.600000000000001,974,65,285,2.4000000000000004,0.14
2019,1,6,11,30,904,81,574,5,13.600000000000001,974,55.9,268,2.9000000000000004,0.14
2019,1,6,12,30,899,82,571,4.4,13.9,974,52.870000000000005,260,3.6,0.14
2019,1,6,13,30,863,80,504,4.5,13.700000000000001,974,53.92,255,3.9000000000000004,0.14
2019,1,6,14,30,300,94,211,5,12.9,974,58.7,250,3.7,0.14
2019,1,6,15,30,442,67,177,5.800000000000001,12.4,974,64.08,248,3.6,0.14
2019,1,6,16,30,291,30,52,6.9,9.9,976,81.52,250,1.8,0.14
2019,1,6,17,30,0,0,0,7.7,9.1,976,90.83,231,1.3,0.14
2019,1,6,18,30,0,0,0,8.200000000000001,9.200000000000001,976,93.34,204,1.5,0.14
2019,1,6,19,30,0,0,0,8.4,9.3,977,94.24,189,1.8,0.14
2019,1,6,20,30,0,0,0,8.6,9.4,977,95.05,186,2.2,0.14
2019,1,6,21,30,0,0,0,8.8,9.5,977,95.22,187,2.6,0.14
2019,1,6,22,30,0,0,0,8.9,9.700000000000001,977,94.98,188,2.8000000000000003,0.14
2019,1,6,23,30,0,0,0,9.200000000000001,10,977,94.83,190,3.1,0.14
2019,1,7,0,30,0,0,0,9.5,10.200000000000001,977,95.2,190,3.3000000000000003,0.14
2019,1,7,1,30,0,0,0,9.600000000000001,10.200000000000001,976,96.32000000000001,190,3.5,0.14
2019,1,7,2,30,0,0,0,9.700000000000001,10.3,976,96.36,187,3.4000000000000004,0.14
2019,1,7,3,30,0,0,0,9.8,10.3,976,96.63,179,3.3000000000000003,0.14
2019,1,7,4,30,0,0,0,9.700000000000001,10.3,977,96.34,167,3.2,0.14
2019,1,7,5,30,0,0,0,9.600000000000001,10.200000000000001,978,96.34,155,3.2,0.14
2019,1,7,6,30,0,0,0,9.5,10.100000000000001,978,95.84,144,3.1,0.14
2019,1,7,7,30,0,17,17,9.3,10.3,979,93.44,134,3.1,0.14
2019,1,7,8,30,0,74,74,9.200000000000001,10.700000000000001,980,90.66,130,3.1,0.14
2019,1,7,9,30,481,123,314,9.3,11.4,980,87.11,131,2.9000000000000004,0.14
2019,1,7,10,30,102,192,243,9.5,12,979,84.45,134,2.7,0.14
2019,1,7,11,30,234,244,372,9.5,12.600000000000001,979,81.59,136,2.6,0.14
2019,1,7,12,30,410,207,431,9.600000000000001,13.100000000000001,978,79.11,141,2.3000000000000003,0.14
2019,1,7,13,30,239,207,325,9.600000000000001,13.5,978,77.07000000000001,151,2,0.14
2019,1,7,14,30,460,113,294,9.5,13.600000000000001,978,76.48,163,1.5,0.14
2019,1,7,15,30,235,68,127,9.5,13.600000000000001,978,76.24,168,1.2000000000000002,0.14
2019,1,7,16,30,253,31,51,9.5,12.100000000000001,978,84.26,268,0.5,0.14
2019,1,7,17,30,0,0,0,9.3,11.100000000000001,978,88.60000000000001,179,0.8,0.14
2019,1,7,18,30,0,0,0,9.200000000000001,10.100000000000001,978,94.08,15,1.2000000000000002,0.14
2019,1,7,19,30,0,0,0,9,9.5,978,96.65,27,1.3,0.14
2019,1,7,20,30,0,0,0,8.8,9.3,978,96.95,41,1.3,0.14
2019,1,7,21,30,0,0,0,8.6,9.1,977,96.87,54,1.4000000000000001,0.14
2019,1,7,22,30,0,0,0,8.4,9,977,96.21000000000001,61,1.4000000000000001,0.14
2019,1,7,23,30,0,0,0,8.200000000000001,8.8,977,95.97,60,1.5,0.14
2019,1,8,0,30,0,0,0,7.9,8.9,977,93.59,58,1.7000000000000002,0.14
2019,1,8,1,30,0,0,0,7.7,9.200000000000001,977,90.09,57,1.7000000000000002,0.14
2019,1,8,2,30,0,0,0,7.300000000000001,9.5,976,86.15,58,1.8,0.14
2019,1,8,3,30,0,0,0,7,9.600000000000001,976,83.9,60,2,0.14
2019,1,8,4,30,0,0,0,6.9,9.600000000000001,976,83.02,63,2.2,0.14
2019,1,8,5,30,0,0,0,6.800000000000001,9.600000000000001,976,82.42,66,2.2,0.14
2019,1,8,6,30,0,0,0,6.7,9.9,976,80.25,69,2.2,0.14
2019,1,8,7,30,115,28,38,7,11.4,976,74.16,69,2.4000000000000004,0.14
2019,1,8,8,30,421,79,187,7.800000000000001,13.4,977,68.75,70,2.7,0.14
2019,1,8,9,30,494,125,322,8.1,15.3,977,62.03,85,2.7,0.14
2019,1,8,10,30,498,169,417,7.9,17,976,54.97,114,2.6,0.14
2019,1,8,11,30,516,187,470,7.1000000000000005,18.1,975,48.61,136,2.8000000000000003,0.14
2019,1,8,12,30,428,212,446,6.800000000000001,18.6,975,46.12,147,2.8000000000000003,0.14
2019,1,8,13,30,455,178,404,6.7,18.7,974,45.6,155,2.8000000000000003,0.14
2019,1,8,14,30,523,120,327,6.800000000000001,18,974,48.03,166,2.3000000000000003,0.14
2019,1,8,15,30,367,85,178,8,17.3,974,54.25,172,1.9000000000000001,0.14
2019,1,8,16,30,146,31,43,9,13.5,975,74.21000000000001,192,0.9,0.14
2019,1,8,17,30,0,0,0,9,12.600000000000001,975,78.77,185,0.7000000000000001,0.14
2019,1,8,18,30,0,0,0,9.5,12.100000000000001,975,84.09,162,0.7000000000000001,0.14
2019,1,8,19,30,0,0,0,9.700000000000001,11.600000000000001,976,88.39,139,0.8,0.14
2019,1,8,20,30,0,0,0,10,11.200000000000001,976,92.49,134,1,0.14
2019,1,8,21,30,0,0,0,10.4,10.8,976,97.37,138,1.1,0.14
2019,1,8,22,30,0,0,0,10.700000000000001,10.700000000000001,976,100,138,1.1,0.14
2019,1,8,23,30,0,0,0,10.700000000000001,10.700000000000001,976,100,130,1.1,0.14
2019,1,9,0,30,0,0,0,10.8,10.8,976,100,121,1.1,0.14
2019,1,9,1,30,0,0,0,10.9,10.9,976,100,116,1.1,0.14
2019,1,9,2,30,0,0,0,10.9,10.9,976,100,109,0.9,0.14
2019,1,9,3,30,0,0,0,10.9,10.9,976,100,101,0.9,0.14
2019,1,9,4,30,0,0,0,10.700000000000001,10.700000000000001,976,99.71000000000001,99,1,0.14
2019,1,9,5,30,0,0,0,10.4,10.4,977,100,101,1.1,0.14
2019,1,9,6,30,0,0,0,10.3,10.4,977,99.42,103,1.1,0.14
2019,1,9,7,30,235,29,49,10.200000000000001,11.700000000000001,977,90.7,104,1.1,0.14
2019,1,9,8,30,651,61,229,10.5,13.9,978,80.08,126,1.2000000000000002,0.14
2019,1,9,9,30,796,74,392,10.600000000000001,15.700000000000001,978,71.76,160,1.4000000000000001,0.14
2019,1,9,10,30,867,81,513,9.9,17.1,977,62.440000000000005,176,1.7000000000000002,0.14
2019,1,9,11,30,884,87,573,9.3,18,976,56.800000000000004,184,1.8,0.14
2019,1,9,12,30,754,122,537,9,18.3,975,54.67,201,2,0.14
2019,1,9,13,30,771,103,487,8.8,18.2,974,54.24,218,2.2,0.14
2019,1,9,14,30,804,72,392,8.8,17.5,974,56.49,231,2.5,0.14
2019,1,9,15,30,651,60,227,9.1,16.900000000000002,974,60.09,237,2.6,0.14
2019,1,9,16,30,294,32,57,10.200000000000001,13,975,82.9,264,2.6,0.14
2019,1,9,17,30,0,0,0,10.9,11.8,976,93.98,280,2.6,0.14
2019,1,9,18,30,0,0,0,11.200000000000001,11.5,977,98.15,296,2.1,0.14
2019,1,9,19,30,0,0,0,11.3,11.4,977,99.34,313,1.4000000000000001,0.14
2019,1,9,20,30,0,0,0,11.200000000000001,11.4,977,98.49000000000001,338,1,0.14
2019,1,9,21,30,0,0,0,10.9,11.4,976,96.94,199,0.8,0.14
2019,1,9,22,30,0,0,0,10.8,11.200000000000001,976,97.07000000000001,55,0.8,0.14
2019,1,9,23,30,0,0,0,10.600000000000001,11,976,97.28,76,0.8,0.14
2019,1,10,0,30,0,0,0,10.4,10.9,976,96.8,81,0.7000000000000001,0.14
2019,1,10,1,30,0,0,0,10.200000000000001,10.700000000000001,976,96.92,56,0.4,0.14
2019,1,10,2,30,0,0,0,10.100000000000001,10.4,976,97.88,21,0.4,0.14
2019,1,10,3,30,0,0,0,9.9,10,975,99.19,15,0.6000000000000001,0.14
2019,1,10,4,30,0,0,0,9.5,9.5,975,100,27,0.8,0.14
2019,1,10,5,30,0,0,0,9,9,975,100,32,1.1,0.14
2019,1,10,6,30,0,0,0,9,9.1,976,99.52,34,1.2000000000000002,0.14
2019,1,10,7,30,74,33,39,9.1,10.600000000000001,976,90.41,39,1.5,0.14
2019,1,10,8,30,527,75,211,9.700000000000001,12.9,976,80.92,39,1.5,0.14
2019,1,10,9,30,807,74,397,10,15.3,976,70.62,154,0.7000000000000001,0.14
2019,1,10,10,30,878,81,520,8.9,17.3,976,57.86,255,0.9,0.14
2019,1,10,11,30,902,85,583,7.7,18.400000000000002,974,49.85,236,1.9000000000000001,0.14
2019,1,10,12,30,898,87,583,7.5,18.7,974,47.99,234,2.6,0.14
2019,1,10,13,30,865,85,518,7.6000000000000005,18.3,974,49.58,237,3,0.14
2019,1,10,14,30,790,78,395,7.800000000000001,17.3,974,53.56,244,3,0.14
2019,1,10,15,30,648,63,231,8.4,16.7,974,58.1,247,2.9000000000000004,0.14
2019,1,10,16,30,313,33,61,9.5,12.700000000000001,975,81.01,246,1.7000000000000002,0.14
2019,1,10,17,30,0,0,0,9.9,11.4,975,90.42,253,1.1,0.14
2019,1,10,18,30,0,0,0,10,11.100000000000001,975,92.78,280,0.7000000000000001,0.14
2019,1,10,19,30,0,0,0,9.8,11,976,92.14,318,0.6000000000000001,0.14
2019,1,10,20,30,0,0,0,9.600000000000001,10.8,976,92.09,195,0.5,0.14
2019,1,10,21,30,0,0,0,9.3,10.5,975,92.12,67,0.6000000000000001,0.14
2019,1,10,22,30,0,0,0,8.9,10.200000000000001,975,91.77,97,0.7000000000000001,0.14
2019,1,10,23,30,0,0,0,8.700000000000001,10.100000000000001,975,90.87,117,0.8,0.14
2019,1,11,0,30,0,0,0,8.6,10,975,90.83,121,0.8,0.14
2019,1,11,1,30,0,0,0,8.5,9.8,975,91.67,110,0.8,0.14
2019,1,11,2,30,0,0,0,8.4,9.600000000000001,974,92.11,94,0.7000000000000001,0.14
2019,1,11,3,30,0,0,0,8.200000000000001,9.4,974,92,79,0.7000000000000001,0.14
2019,1,11,4,30,0,0,0,7.9,9.1,974,92.06,72,0.9,0.14
2019,1,11,5,30,0,0,0,7.6000000000000005,8.8,974,91.91,75,1.1,0.14
2019,1,11,6,30,0,0,0,7.300000000000001,8.8,975,90.29,83,1.2000000000000002,0.14
2019,1,11,7,30,0,22,22,7.4,10.200000000000001,975,82.76,90,1.6,0.14
2019,1,11,8,30,79,92,112,8,12.100000000000001,975,75.95,101,2.1,0.14
2019,1,11,9,30,520,125,334,8.5,13.5,975,71.8,120,2.5,0.14
2019,1,11,10,30,342,187,359,9.3,14.5,974,70.99,137,2.7,0.14
2019,1,11,11,30,259,233,377,9.200000000000001,15.600000000000001,974,65.79,145,3.1,0.14
2019,1,11,12,30,559,181,491,8.3,16.5,973,58.54,148,3.5,0.14
2019,1,11,13,30,506,171,426,7.1000000000000005,16.400000000000002,972,53.980000000000004,150,3.6,0.14
2019,1,11,14,30,576,115,348,6.4,15.600000000000001,972,54.120000000000005,154,3.2,0.14
2019,1,11,15,30,314,93,175,6.6000000000000005,15,972,57.22,157,2.9000000000000004,0.14
2019,1,11,16,30,186,35,52,7.5,12,972,73.91,145,1.3,0.14
2019,1,11,17,30,0,0,0,7.6000000000000005,11,972,79.4,130,1.2000000000000002,0.14
2019,1,11,18,30,0,0,0,7.6000000000000005,10.5,972,82.32000000000001,119,1.4000000000000001,0.14
2019,1,11,19,30,0,0,0,7.6000000000000005,9.9,972,85.49,117,1.7000000000000002,0.14
2019,1,11,20,30,0,0,0,7.5,9.700000000000001,972,86.43,118,2,0.14
2019,1,11,21,30,0,0,0,7.6000000000000005,9.8,972,86.11,117,2.3000000000000003,0.14
2019,1,11,22,30,0,0,0,7.6000000000000005,9.9,972,85.61,116,2.6,0.14
2019,1,11,23,30,0,0,0,7.5,10,971,84.64,119,2.8000000000000003,0.14
2019,1,12,0,30,0,0,0,7.5,10,971,84.38,123,3.1,0.14
2019,1,12,1,30,0,0,0,7.7,10.200000000000001,971,84.63,130,3,0.14
2019,1,12,2,30,0,0,0,8.5,10.4,971,87.89,139,2.7,0.14
2019,1,12,3,30,0,0,0,9.200000000000001,10.200000000000001,971,93.64,149,2.3000000000000003,0.14
2019,1,12,4,30,0,0,0,9.4,10,971,96.29,150,2,0.14
2019,1,12,5,30,0,0,0,9.200000000000001,9.8,971,96.18,137,2,0.14
2019,1,12,6,30,0,0,0,9,9.8,971,94.75,129,2.1,0.14
2019,1,12,7,30,0,23,23,8.9,10.3,972,91.04,132,2.2,0.14
2019,1,12,8,30,21,93,98,9.1,11.200000000000001,973,86.89,146,2.1,0.14
2019,1,12,9,30,265,149,256,8.6,11.8,973,80.88,158,1.8,0.14
2019,1,12,10,30,230,217,333,7.800000000000001,12.5,973,73.05,158,1.5,0.14
2019,1,12,11,30,3,88,90,6.800000000000001,13,972,65.92,150,1.2000000000000002,0.14
2019,1,12,12,30,188,252,357,5.9,13.4,972,60.31,146,1,0.14
2019,1,12,13,30,377,200,391,5.1000000000000005,13.600000000000001,972,56.370000000000005,148,0.7000000000000001,0.14
2019,1,12,14,30,403,143,307,4.6000000000000005,13.5,972,54.83,155,0.5,0.14
2019,1,12,15,30,415,80,190,4.800000000000001,13.3,972,56.32,162,0.4,0.14
2019,1,12,16,30,133,35,47,6.4,11.200000000000001,973,72.53,253,0.4,0.14
2019,1,12,17,30,0,0,0,6.300000000000001,9.9,973,78.36,293,0.5,0.14
2019,1,12,18,30,0,0,0,6.7,9.1,974,84.88,320,0.7000000000000001,0.14
2019,1,12,19,30,0,0,0,6.7,8.4,974,89,167,0.8,0.14
2019,1,12,20,30,0,0,0,6.4,8,974,89.91,10,1,0.14
2019,1,12,21,30,0,0,0,6.2,7.6000000000000005,974,90.57000000000001,27,1.1,0.14
2019,1,12,22,30,0,0,0,5.800000000000001,7.4,974,89.76,43,1.2000000000000002,0.14
2019,1,12,23,30,0,0,0,5.5,7,974,90.2,57,1.2000000000000002,0.14
2019,1,13,0,30,0,0,0,5.2,6.6000000000000005,974,90.71000000000001,70,1.2000000000000002,0.14
2019,1,13,1,30,0,0,0,5,6.4,974,90.81,77,1.3,0.14
2019,1,13,2,30,0,0,0,4.9,6.2,974,91.14,76,1.3,0.14
2019,1,13,3,30,0,0,0,4.7,6,974,91.54,69,1.5,0.14
2019,1,13,4,30,0,0,0,4.6000000000000005,5.800000000000001,974,91.86,64,1.7000000000000002,0.14
