,Day,Month,Year,Hour,Demand (kWh)
2439,6,Aug,2018,11,4.303944457667813
2440,6,Aug,2018,12,3.7170557708593837
2441,6,Aug,2018,13,9.137399239006683
2442,6,Aug,2018,14,16.796288412881786
2443,6,Aug,2018,15,27.225770643204783
2444,6,Aug,2018,16,43.86004591601507
2445,6,Aug,2018,17,65.55666564350264
2446,6,Aug,2018,18,73.63508334655587
2447,6,Aug,2018,19,66.70709319518808
2448,6,Aug,2018,20,57.698237896485296
2449,6,Aug,2018,21,55.15980138200575
2450,6,Aug,2018,22,61.73126938154369
2451,6,Aug,2018,23,52.09039034491896
2452,7,Aug,2018,0,32.62426112571913
2453,7,Aug,2018,1,23.781555137947528
2454,7,Aug,2018,2,33.32622772825375
2455,7,Aug,2018,3,32.30304405974066
2456,7,Aug,2018,4,38.606716518664484
2457,7,Aug,2018,5,39.203698344445705
2458,7,Aug,2018,6,25.21381730513436
2459,7,Aug,2018,7,17.623465599938374
2460,7,Aug,2018,8,11.670831402454583
2461,7,Aug,2018,9,3.3751667201040068
2462,7,Aug,2018,10,3.054357692326229
2463,7,Aug,2018,11,2.8760761038785754
2464,7,Aug,2018,12,2.747818402314195
2465,7,Aug,2018,13,3.928411189762449
2466,7,Aug,2018,14,7.821412353747234
2467,7,Aug,2018,15,14.69191559928413
2468,7,Aug,2018,16,35.12971760586579
2469,7,Aug,2018,17,53.642050054510754
2470,7,Aug,2018,18,62.94967130873501
2471,7,Aug,2018,19,54.183433953001646
2472,7,Aug,2018,20,53.5628649991989
2473,7,Aug,2018,21,54.79015207649819
2474,7,Aug,2018,22,49.16813271386794
2475,7,Aug,2018,23,41.6970428468998
2476,8,Aug,2018,0,36.30848741034996
2477,8,Aug,2018,1,21.513188228790305
2478,8,Aug,2018,2,7.168346383428418
2479,8,Aug,2018,3,8.757132038222109
2480,8,Aug,2018,4,25.87112377470746
2481,8,Aug,2018,5,28.833120974931152
2482,8,Aug,2018,6,15.838032584954671
2483,8,Aug,2018,7,13.53741476060729
2484,8,Aug,2018,8,8.7480190441361
2485,8,Aug,2018,9,10.3195190441361
2486,8,Aug,2018,10,11.52125433825375
2487,8,Aug,2018,11,10.689283750018454
2488,8,Aug,2018,12,7.822158477687299
2489,8,Aug,2018,13,11.579267410149173
2490,8,Aug,2018,14,10.31713191674603
2491,8,Aug,2018,15,24.60207565669662
2492,8,Aug,2018,16,41.87352625141456
2493,8,Aug,2018,17,61.859558358863865
2494,8,Aug,2018,18,70.0599850638627
2495,8,Aug,2018,19,63.05137502100093
2496,8,Aug,2018,20,61.97105787388232
2497,8,Aug,2018,21,56.871733571883915
2498,8,Aug,2018,22,47.51527137430002
2499,8,Aug,2018,23,34.4609366909768
2500,9,Aug,2018,0,38.30427264343657
2501,9,Aug,2018,1,30.17821619464757
2502,9,Aug,2018,2,26.227286199135552
2503,9,Aug,2018,3,16.613182802740937
2504,9,Aug,2018,4,36.8176472977875
2505,9,Aug,2018,5,39.42567323997621
2506,9,Aug,2018,6,28.525126453536203
2507,9,Aug,2018,7,8.780375646798197
2508,9,Aug,2018,8,4.597782911944207
2509,9,Aug,2018,9,5.292614167161647
2510,9,Aug,2018,10,5.803268969514664
2511,9,Aug,2018,11,3.9682834622682863
2512,9,Aug,2018,12,3.7680299486824205
2513,9,Aug,2018,13,2.128126304837521
2514,9,Aug,2018,14,7.952438618599796
2515,9,Aug,2018,15,16.280642494521246
2516,9,Aug,2018,16,29.969176025635885
2517,9,Aug,2018,17,56.04968694467201
2518,9,Aug,2018,18,61.76802812710326
2519,9,Aug,2018,19,57.203229517794995
2520,9,Aug,2018,20,52.6902555245895
2521,9,Aug,2018,21,50.747386858967566
2522,9,Aug,2018,22,47.984361525131256
2523,9,Aug,2018,23,48.4909081205169
2524,10,Aug,2018,0,43.51247729949523
2525,10,Aug,2018,1,49.927765594106326
2526,10,Aug,2018,2,47.57868430970824
2527,10,Aug,2018,3,35.60236942788769
2528,10,Aug,2018,4,47.280196428266855
2529,10,Aug,2018,5,40.740077610757226
2530,10,Aug,2018,6,37.44468677769609
2531,10,Aug,2018,7,21.403180746944287
2532,10,Aug,2018,8,8.164823457795682
2533,10,Aug,2018,9,8.107483010342047
2534,10,Aug,2018,10,7.19973733773638
2535,10,Aug,2018,11,2.01930034247255
2536,10,Aug,2018,12,3.078397573470768
2537,10,Aug,2018,13,1.9855081108139643
2538,10,Aug,2018,14,17.957673559588486
2539,10,Aug,2018,15,24.095895863237867
2540,10,Aug,2018,16,26.208779526529728
2541,10,Aug,2018,17,48.97173544913468
2542,10,Aug,2018,18,61.44154796920898
2543,10,Aug,2018,19,62.94173758288193
2544,10,Aug,2018,20,59.30752445651216
2545,10,Aug,2018,21,53.80471547894097
2546,10,Aug,2018,22,50.71836440583588
2547,10,Aug,2018,23,40.10052379174701
2548,11,Aug,2018,0,31.184104689018138
2549,11,Aug,2018,1,26.652101383288187
2550,11,Aug,2018,2,17.234382543305248
2551,11,Aug,2018,3,23.21657412019624
2552,11,Aug,2018,4,32.106868554333985
2553,11,Aug,2018,5,26.497919169605137
2554,11,Aug,2018,6,29.69868125714862
2555,11,Aug,2018,7,17.55795433505773
2556,11,Aug,2018,8,3.339750761864942
2557,11,Aug,2018,9,1.166601398601398
2558,11,Aug,2018,10,1.166601398601398
2559,11,Aug,2018,11,1.166601398601398
2560,11,Aug,2018,12,1.166601398601398
2561,11,Aug,2018,13,1.166601398601398
2562,11,Aug,2018,14,5.82343771573695
2563,11,Aug,2018,15,11.040788269871648
2564,11,Aug,2018,16,9.086110133910365
2565,11,Aug,2018,17,15.84143745916179
2566,11,Aug,2018,18,21.06630564176254
2567,11,Aug,2018,19,23.81476195861641
2568,11,Aug,2018,20,26.254939434798768
2569,11,Aug,2018,21,25.545345903177093
2570,11,Aug,2018,22,30.866146445978018
2571,11,Aug,2018,23,39.26538323016119
2572,12,Aug,2018,0,16.739238608621093
2573,12,Aug,2018,1,19.508862749186417
2574,12,Aug,2018,2,12.836536616778897
2575,12,Aug,2018,3,22.9109722107339
2576,12,Aug,2018,4,24.999976475409458
2577,12,Aug,2018,5,18.33854659003555
2578,12,Aug,2018,6,8.164662383382929
2579,12,Aug,2018,7,2.463812920048677
2580,12,Aug,2018,8,1.990575765898479
2581,12,Aug,2018,9,1.990575765898479
2582,12,Aug,2018,10,1.990575765898479
2583,12,Aug,2018,11,4.281477551612764
2584,12,Aug,2018,12,5.187182908755618
2585,12,Aug,2018,13,2.4700668373270505
2586,12,Aug,2018,14,1.990575765898479
2587,12,Aug,2018,15,1.990575765898479
2588,12,Aug,2018,16,3.9790712613939743
2589,12,Aug,2018,17,17.99805819911324
2590,12,Aug,2018,18,21.7188578528931
2591,12,Aug,2018,19,17.920698400431046
2592,12,Aug,2018,20,21.603994668160215
2593,12,Aug,2018,21,15.01342352015521
2594,12,Aug,2018,22,10.689617300898714
2595,12,Aug,2018,23,7.823064115569775
2596,13,Aug,2018,0,30.987301852623713
2597,13,Aug,2018,1,21.745513543892102
2598,13,Aug,2018,2,21.11081847827397
2599,13,Aug,2018,3,25.214266608491137
2600,13,Aug,2018,4,29.378555912139262
2601,13,Aug,2018,5,33.61962930655894
2602,13,Aug,2018,6,26.51872286858121
2603,13,Aug,2018,7,13.370320157447736
2604,13,Aug,2018,8,9.458205798056799
2605,13,Aug,2018,9,9.105149651484693
2606,13,Aug,2018,10,8.010576956449233
2607,13,Aug,2018,11,5.188784287491612
2608,13,Aug,2018,12,2.8170637611969345
2609,13,Aug,2018,13,5.185935356527674
2610,13,Aug,2018,14,6.429332971752111
2611,13,Aug,2018,15,20.299233268061705
2612,13,Aug,2018,16,47.56584289940875
2613,13,Aug,2018,17,68.14428481245186
2614,13,Aug,2018,18,82.07485372615189
2615,13,Aug,2018,19,69.35869607121043
2616,13,Aug,2018,20,57.124440362306345
2617,13,Aug,2018,21,60.29635712452906
2618,13,Aug,2018,22,48.78833404704039
2619,13,Aug,2018,23,42.78778017787259
2620,14,Aug,2018,0,34.74163006751356
2621,14,Aug,2018,1,42.62576470975804
2622,14,Aug,2018,2,46.918464254463636
2623,14,Aug,2018,3,57.234509195138116
2624,14,Aug,2018,4,50.88375437349834
2625,14,Aug,2018,5,24.780160718972713
2626,14,Aug,2018,6,11.082865015156877
2627,14,Aug,2018,7,13.932115039918097
2628,14,Aug,2018,8,12.50353424087724
2629,14,Aug,2018,9,5.162958283360273
2630,14,Aug,2018,10,1.0548874172185412
2631,14,Aug,2018,11,1.7786755528117615
2632,14,Aug,2018,12,4.15683656976091
2633,14,Aug,2018,13,3.734881602873494
2634,14,Aug,2018,14,3.101949152542369
2635,14,Aug,2018,15,8.769050489935903
2636,14,Aug,2018,16,28.375146445827735
2637,14,Aug,2018,17,60.96806441026121
2638,14,Aug,2018,18,70.8137938573342
2639,14,Aug,2018,19,59.66853587869093
2640,14,Aug,2018,20,58.70493089397058
2641,14,Aug,2018,21,55.40221716078821
2642,14,Aug,2018,22,41.22837789725868
2643,14,Aug,2018,23,34.54289677206862
2644,15,Aug,2018,0,18.810727114441132
2645,15,Aug,2018,1,27.883860751541363
2646,15,Aug,2018,2,22.414468049532456
2647,15,Aug,2018,3,46.09779711860946
2648,15,Aug,2018,4,53.474944117205155
2649,15,Aug,2018,5,47.26460847357905
2650,15,Aug,2018,6,27.858842248265596
2651,15,Aug,2018,7,15.598249361485433
2652,15,Aug,2018,8,4.892021350675101
2653,15,Aug,2018,9,4.508969880086864
2654,15,Aug,2018,10,3.1973900481540927
2655,15,Aug,2018,11,1.4822471910112345
2656,15,Aug,2018,12,2.114194559432287
2657,15,Aug,2018,13,4.3989273529545585
2658,15,Aug,2018,14,6.335378418329268
2659,15,Aug,2018,15,16.085386142092272
2660,15,Aug,2018,16,38.49416980939598
2661,15,Aug,2018,17,57.96785407750818
2662,15,Aug,2018,18,63.86632035548409
2663,15,Aug,2018,19,54.819637503849265
2664,15,Aug,2018,20,49.23469859652373
2665,15,Aug,2018,21,40.71261461796613
2666,15,Aug,2018,22,40.72899700971067
2667,15,Aug,2018,23,38.0916958521666
2668,16,Aug,2018,0,34.528798973930805
2669,16,Aug,2018,1,31.578692349742344
2670,16,Aug,2018,2,38.871712546690446
2671,16,Aug,2018,3,58.03382522122715
2672,16,Aug,2018,4,51.55346226604884
2673,16,Aug,2018,5,40.427720196687865
2674,16,Aug,2018,6,14.63827868587589
2675,16,Aug,2018,7,5.3636291771469615
2676,16,Aug,2018,8,3.735554796981675
2677,16,Aug,2018,9,2.081976284584981
2678,16,Aug,2018,10,2.081976284584981
2679,16,Aug,2018,11,2.081976284584981
2680,16,Aug,2018,12,2.4724216287145357
2681,16,Aug,2018,13,5.010316365556637
2682,16,Aug,2018,14,10.481959804904664
2683,16,Aug,2018,15,22.019558483719482
2684,16,Aug,2018,16,48.38581848390295
2685,16,Aug,2018,17,58.49363255980287
2686,16,Aug,2018,18,57.35073596585637
2687,16,Aug,2018,19,44.74906789647146
2688,16,Aug,2018,20,44.28429686105422
2689,16,Aug,2018,21,45.78856716324397
2690,16,Aug,2018,22,28.980582087681874
2691,16,Aug,2018,23,30.580439631003983
2692,17,Aug,2018,0,51.22157217756415
2693,17,Aug,2018,1,48.38575603721716
2694,17,Aug,2018,2,32.26652868691704
2695,17,Aug,2018,3,30.997846612422858
2696,17,Aug,2018,4,21.504581635045078
2697,17,Aug,2018,5,17.933832831873268
2698,17,Aug,2018,6,20.1774014276841
2699,17,Aug,2018,7,27.659618580973465
2700,17,Aug,2018,8,14.658591425701353
2701,17,Aug,2018,9,7.912678980423054
2702,17,Aug,2018,10,8.781075168305966
2703,17,Aug,2018,11,4.388890689068394
2704,17,Aug,2018,12,3.8429826548803607
2705,17,Aug,2018,13,5.031407024031632
2706,17,Aug,2018,14,11.124293896996562
2707,17,Aug,2018,15,31.53877047134698
2708,17,Aug,2018,16,52.73531773251869
2709,17,Aug,2018,17,59.835731545355
2710,17,Aug,2018,18,63.15194429954592
2711,17,Aug,2018,19,55.50254776709847
2712,17,Aug,2018,20,50.1693499912556
2713,17,Aug,2018,21,48.56695203511781
2714,17,Aug,2018,22,44.39500487975563
2715,17,Aug,2018,23,38.662323448901546
2716,18,Aug,2018,0,36.058179114499005
2717,18,Aug,2018,1,44.28153253282615
2718,18,Aug,2018,2,52.05958781435078
2719,18,Aug,2018,3,33.226859252308806
2720,18,Aug,2018,4,31.909440585510968
2721,18,Aug,2018,5,17.205990653110124
2722,18,Aug,2018,6,8.853802880783388
2723,18,Aug,2018,7,4.9274443124993
2724,18,Aug,2018,8,8.555235343846133
2725,18,Aug,2018,9,13.59862302991897
2726,18,Aug,2018,10,12.289424133516107
2727,18,Aug,2018,11,12.289424133516107
2728,18,Aug,2018,12,12.289424133516107
2729,18,Aug,2018,13,12.289424133516107
2730,18,Aug,2018,14,11.824433597238503
2731,18,Aug,2018,15,11.383970749951446
2732,18,Aug,2018,16,27.962852950397203
2733,18,Aug,2018,17,47.03301002593844
2734,18,Aug,2018,18,34.30045106043811
2735,18,Aug,2018,19,31.961391448010723
2736,18,Aug,2018,20,26.008690015124557
2737,18,Aug,2018,21,12.977208103568023
2738,18,Aug,2018,22,18.30980855432014
2739,18,Aug,2018,23,29.17157838573932
2740,19,Aug,2018,0,28.2320051304706
2741,19,Aug,2018,1,27.886309219254944
2742,19,Aug,2018,2,29.392864151203796
2743,19,Aug,2018,3,44.4921595942341
2744,19,Aug,2018,4,43.03451529785116
2745,19,Aug,2018,5,19.503572806008982
2746,19,Aug,2018,6,12.786715232404726
2747,19,Aug,2018,7,8.326331639242646
2748,19,Aug,2018,8,7.80937538573893
2749,19,Aug,2018,9,7.099272821636368
2750,19,Aug,2018,10,7.692891869255417
2751,19,Aug,2018,11,7.126532894896442
2752,19,Aug,2018,12,4.603661100024647
2753,19,Aug,2018,13,3.7430671325072478
2754,19,Aug,2018,14,2.7595311696302174
2755,19,Aug,2018,15,7.043070763560402
2756,19,Aug,2018,16,15.29073695270715
2757,19,Aug,2018,17,26.413016167953415
2758,19,Aug,2018,18,18.58342392497156
2759,19,Aug,2018,19,32.51785554984395
2760,19,Aug,2018,20,41.83533975424351
2761,19,Aug,2018,21,45.296034910679055
2762,19,Aug,2018,22,34.3238971489291
2763,19,Aug,2018,23,20.334819382751554
2764,20,Aug,2018,0,42.80677627160213
2765,20,Aug,2018,1,45.18567932179326
2766,20,Aug,2018,2,22.587804905444745
2767,20,Aug,2018,3,16.682657958470482
2768,20,Aug,2018,4,15.348131563606477
2769,20,Aug,2018,5,21.19955583095591
2770,20,Aug,2018,6,18.696290793355015
2771,20,Aug,2018,7,11.59698846777362
2772,20,Aug,2018,8,5.3859884677736165
2773,20,Aug,2018,9,5.157308625876384
2774,20,Aug,2018,10,1.955790839315123
2775,20,Aug,2018,11,1.955790839315123
2776,20,Aug,2018,12,2.4920408393151234
2777,20,Aug,2018,13,4.880790839315125
2778,20,Aug,2018,14,7.823032842175199
2779,20,Aug,2018,15,25.863009077261086
2780,20,Aug,2018,16,58.1049693092056
2781,20,Aug,2018,17,72.74919959432533
2782,20,Aug,2018,18,73.23872761691878
2783,20,Aug,2018,19,62.00627065540529
2784,20,Aug,2018,20,57.996225107255675
2785,20,Aug,2018,21,57.780753107029014
2786,20,Aug,2018,22,52.726031913767564
2787,20,Aug,2018,23,49.891185212744396
2788,21,Aug,2018,0,15.259489857389823
2789,21,Aug,2018,1,21.229450520028205
2790,21,Aug,2018,2,32.47625900330087
2791,21,Aug,2018,3,49.073804442558995
2792,21,Aug,2018,4,41.48354958754414
2793,21,Aug,2018,5,32.908211253012105
2794,21,Aug,2018,6,34.387113186147495
2795,21,Aug,2018,7,24.386312582365182
2796,21,Aug,2018,8,12.904799612776632
2797,21,Aug,2018,9,11.383283237847216
2798,21,Aug,2018,10,5.294938785734642
2799,21,Aug,2018,11,1.7329712796511014
2800,21,Aug,2018,12,1.3520054804530508
2801,21,Aug,2018,13,3.458266350018271
2802,21,Aug,2018,14,5.320755897056598
2803,21,Aug,2018,15,16.8729355129488
2804,21,Aug,2018,16,36.010724030583006
2805,21,Aug,2018,17,63.59897838033238
2806,21,Aug,2018,18,67.27240761552866
2807,21,Aug,2018,19,60.209300453563515
2808,21,Aug,2018,20,57.64639492612646
2809,21,Aug,2018,21,51.07514187339117
2810,21,Aug,2018,22,34.76524138854065
2811,21,Aug,2018,23,29.231664743100968
2812,22,Aug,2018,0,44.376710148264856
2813,22,Aug,2018,1,41.22770702838116
2814,22,Aug,2018,2,30.051885727723104
2815,22,Aug,2018,3,55.29506907471686
2816,22,Aug,2018,4,60.07356221869765
2817,22,Aug,2018,5,46.95565787867261
2818,22,Aug,2018,6,26.879684270444166
2819,22,Aug,2018,7,25.96983149105297
2820,22,Aug,2018,8,19.287288277402002
2821,22,Aug,2018,9,21.450968216465508
2822,22,Aug,2018,10,20.166962458438142
2823,22,Aug,2018,11,7.484118700426154
2824,22,Aug,2018,12,4.82349246203844
2825,22,Aug,2018,13,6.950792890142191
2826,22,Aug,2018,14,7.638663006085656
2827,22,Aug,2018,15,19.435246033181233
2828,22,Aug,2018,16,41.02172269282956
2829,22,Aug,2018,17,62.145195880172565
2830,22,Aug,2018,18,65.21429303131045
2831,22,Aug,2018,19,60.156696917417065
2832,22,Aug,2018,20,55.014119648458845
2833,22,Aug,2018,21,51.55732345791687
2834,22,Aug,2018,22,45.27213262770311
2835,22,Aug,2018,23,46.72128183876114
2836,23,Aug,2018,0,30.333857120182266
2837,23,Aug,2018,1,20.806877331528355
2838,23,Aug,2018,2,35.517857674368116
2839,23,Aug,2018,3,49.25258268744521
2840,23,Aug,2018,4,61.67146155251403
2841,23,Aug,2018,5,25.768902922950772
2842,23,Aug,2018,6,21.30968296919829
2843,23,Aug,2018,7,13.749721601475443
2844,23,Aug,2018,8,12.174928994082832
2845,23,Aug,2018,9,9.852578994082833
2846,23,Aug,2018,10,0.0
2847,23,Aug,2018,11,0.523
2848,23,Aug,2018,12,0.7466250000000001
2849,23,Aug,2018,13,6.392437499999995
2850,23,Aug,2018,14,3.2135624999999965
2851,23,Aug,2018,15,10.071842040249011
2852,23,Aug,2018,16,26.247945574666048
2853,23,Aug,2018,17,50.67119480620072
2854,23,Aug,2018,18,64.81874427657932
2855,23,Aug,2018,19,52.59627767218578
2856,23,Aug,2018,20,45.5765931369375
2857,23,Aug,2018,21,38.33370301189633
2858,23,Aug,2018,22,37.341727053562195
2859,23,Aug,2018,23,34.19789557989485
2860,24,Aug,2018,0,26.16369952626043
2861,24,Aug,2018,1,32.27132919847944
2862,24,Aug,2018,2,38.839062618287024
2863,24,Aug,2018,3,36.88694932726402
2864,24,Aug,2018,4,37.85427584268342
2865,24,Aug,2018,5,29.892056247353235
2866,24,Aug,2018,6,16.684745438292147
2867,24,Aug,2018,7,14.18663787756992
2868,24,Aug,2018,8,14.01716208337627
2869,24,Aug,2018,9,6.816196438555973
2870,24,Aug,2018,10,3.505946438555976
2871,24,Aug,2018,11,2.3646964385559768
2872,24,Aug,2018,12,2.9565482904078286
2873,24,Aug,2018,13,5.323955697815233
2874,24,Aug,2018,14,5.94619780307839
2875,24,Aug,2018,15,11.444770627336492
2876,24,Aug,2018,16,36.74640242268927
2877,24,Aug,2018,17,62.04353326029311
2878,24,Aug,2018,18,64.6362463645501
2879,24,Aug,2018,19,58.121854912142375
2880,24,Aug,2018,20,51.98721376617653
2881,24,Aug,2018,21,48.586155192437076
2882,24,Aug,2018,22,37.10885460519743
2883,24,Aug,2018,23,33.052708507372756
2884,25,Aug,2018,0,25.66053014195454
2885,25,Aug,2018,1,13.136530244965872
2886,25,Aug,2018,2,25.159220559927896
2887,25,Aug,2018,3,33.178090115995396
2888,25,Aug,2018,4,36.83503821157317
2889,25,Aug,2018,5,31.271331399199944
2890,25,Aug,2018,6,24.156662249368075
2891,25,Aug,2018,7,13.165372361535987
2892,25,Aug,2018,8,5.6450255127185125
2893,25,Aug,2018,9,7.716619149769104
2894,25,Aug,2018,10,10.931465174405172
2895,25,Aug,2018,11,11.741606768651504
2896,25,Aug,2018,12,16.04623642896633
2897,25,Aug,2018,13,12.61694380683273
2898,25,Aug,2018,14,11.04035706705207
2899,25,Aug,2018,15,16.180979861986735
2900,25,Aug,2018,16,31.118245543516768
2901,25,Aug,2018,17,41.20567833272008
2902,25,Aug,2018,18,35.66778353716039
2903,25,Aug,2018,19,38.95203631021221
2904,25,Aug,2018,20,29.76281402065525
2905,25,Aug,2018,21,27.706389425924925
2906,25,Aug,2018,22,26.960787482683507
2907,25,Aug,2018,23,27.32431684777943
2908,26,Aug,2018,0,13.003556273819607
2909,26,Aug,2018,1,28.218543498733037
2910,26,Aug,2018,2,40.37086128637573
2911,26,Aug,2018,3,32.647209787672836
2912,26,Aug,2018,4,14.117609850630668
2913,26,Aug,2018,5,26.52664852537531
2914,26,Aug,2018,6,22.022399782556285
2915,26,Aug,2018,7,19.30040155120434
2916,26,Aug,2018,8,13.289257362477098
2917,26,Aug,2018,9,14.347056174375055
2918,26,Aug,2018,10,17.543856265832662
2919,26,Aug,2018,11,15.89000551956401
2920,26,Aug,2018,12,16.437438355384902
2921,26,Aug,2018,13,7.831139845543479
2922,26,Aug,2018,14,2.0016927182823396
2923,26,Aug,2018,15,3.0988339612201927
2924,26,Aug,2018,16,6.906849423604961
2925,26,Aug,2018,17,24.352662914940385
2926,26,Aug,2018,18,35.19867260779655
2927,26,Aug,2018,19,14.618100513396502
2928,26,Aug,2018,20,23.555419726436607
2929,26,Aug,2018,21,38.396244856421845
2930,26,Aug,2018,22,22.674470870599485
2931,26,Aug,2018,23,10.928068327756082
2932,27,Aug,2018,0,47.24994455915485
2933,27,Aug,2018,1,49.1564822199787
2934,27,Aug,2018,2,44.23410486052415
2935,27,Aug,2018,3,55.69759999128805
2936,27,Aug,2018,4,49.723499893930956
2937,27,Aug,2018,5,28.703671879419847
2938,27,Aug,2018,6,12.54027272009975
2939,27,Aug,2018,7,13.231342206504575
2940,27,Aug,2018,8,5.531161878635727
2941,27,Aug,2018,9,5.873461699121717
2942,27,Aug,2018,10,17.557253075008248
2943,27,Aug,2018,11,12.179837075008248
2944,27,Aug,2018,12,6.455626787330936
2945,27,Aug,2018,13,10.494919760390436
2946,27,Aug,2018,14,13.5086110502428
2947,27,Aug,2018,15,21.623760267479128
2948,27,Aug,2018,16,35.582130710995386
2949,27,Aug,2018,17,67.19632915529431
2950,27,Aug,2018,18,70.13789507998193
2951,27,Aug,2018,19,67.62408566693321
2952,27,Aug,2018,20,59.139272057237676
2953,27,Aug,2018,21,54.664135078036225
2954,27,Aug,2018,22,53.0275912805269
2955,27,Aug,2018,23,50.20601104687624
2956,28,Aug,2018,0,21.83933482628425
2957,28,Aug,2018,1,26.734290211561913
2958,28,Aug,2018,2,29.683973971034973
2959,28,Aug,2018,3,38.56495938155487
2960,28,Aug,2018,4,47.91426230443677
2961,28,Aug,2018,5,25.69600976937218
2962,28,Aug,2018,6,2.5750519751082255
2963,28,Aug,2018,7,4.501671941830626
2964,28,Aug,2018,8,3.6208149700598833
2965,28,Aug,2018,9,3.3625149700598835
2966,28,Aug,2018,10,1.192083832335329
2967,28,Aug,2018,11,0.0
2968,28,Aug,2018,12,0.26513868613138686
2969,28,Aug,2018,13,6.453805780232788
2970,28,Aug,2018,14,11.104474480807673
2971,28,Aug,2018,15,25.708485436176762
2972,28,Aug,2018,16,32.067484532033376
2973,28,Aug,2018,17,68.38635247608666
2974,28,Aug,2018,18,66.14200520204602
2975,28,Aug,2018,19,56.91520289349187
2976,28,Aug,2018,20,47.51425900628923
2977,28,Aug,2018,21,39.39037987723368
2978,28,Aug,2018,22,32.48595872920787
2979,28,Aug,2018,23,27.24648474662383
2980,29,Aug,2018,0,40.202733027874
2981,29,Aug,2018,1,26.663326855440182
2982,29,Aug,2018,2,38.16026194015189
2983,29,Aug,2018,3,52.286579017722985
2984,29,Aug,2018,4,42.41508196081954
2985,29,Aug,2018,5,31.00378707702766
2986,29,Aug,2018,6,15.38539040121826
2987,29,Aug,2018,7,5.258248951048948
2988,29,Aug,2018,8,3.7686227889757262
2989,29,Aug,2018,9,7.185563965446317
2990,29,Aug,2018,10,6.1297992595639625
2991,29,Aug,2018,11,3.0611958041958007
2992,29,Aug,2018,12,0.6885885416666665
2993,29,Aug,2018,13,3.755937500000004
2994,29,Aug,2018,14,13.456933285735332
2995,29,Aug,2018,15,24.68634816345074
2996,29,Aug,2018,16,26.61425044652857
2997,29,Aug,2018,17,73.23533277570563
2998,29,Aug,2018,18,76.82241357840421
2999,29,Aug,2018,19,58.95788694633671
3000,29,Aug,2018,20,52.19089426308601
3001,29,Aug,2018,21,46.654865602879575
3002,29,Aug,2018,22,44.99187795867496
3003,29,Aug,2018,23,43.563079888046396
3004,30,Aug,2018,0,35.88600806593693
3005,30,Aug,2018,1,25.961398302133375
3006,30,Aug,2018,2,27.104213929405162
3007,30,Aug,2018,3,38.77833920070284
3008,30,Aug,2018,4,46.82776844927974
3009,30,Aug,2018,5,39.16488988903451
3010,30,Aug,2018,6,37.030614697655906
3011,30,Aug,2018,7,17.428895054010567
3012,30,Aug,2018,8,9.051482650487651
3013,30,Aug,2018,9,4.858649094615598
3014,30,Aug,2018,10,3.030190761282262
3015,30,Aug,2018,11,1.724149094615595
3016,30,Aug,2018,12,2.193637283591973
3017,30,Aug,2018,13,4.541078228473859
3018,30,Aug,2018,14,10.436671078096193
3019,30,Aug,2018,15,26.895274988074856
3020,30,Aug,2018,16,60.23595211958372
3021,30,Aug,2018,17,82.13522757214227
3022,30,Aug,2018,18,75.36403349322414
3023,30,Aug,2018,19,59.602225952739964
3024,30,Aug,2018,20,50.39923973083793
3025,30,Aug,2018,21,47.36926033665742
3026,30,Aug,2018,22,37.755884695258516
3027,30,Aug,2018,23,39.78491533215903
3028,31,Aug,2018,0,26.529572412245532
3029,31,Aug,2018,1,19.76962695332994
3030,31,Aug,2018,2,17.348503734245035
3031,31,Aug,2018,3,29.9891020000893
3032,31,Aug,2018,4,44.84104434406876
3033,31,Aug,2018,5,30.603803691307274
3034,31,Aug,2018,6,27.4237199653038
3035,31,Aug,2018,7,33.13010452842902
3036,31,Aug,2018,8,18.421912240024984
3037,31,Aug,2018,9,13.300960608581892
3038,31,Aug,2018,10,15.83123152496272
3039,31,Aug,2018,11,16.653918092126894
3040,31,Aug,2018,12,12.746156898097052
3041,31,Aug,2018,13,10.483768838395559
3042,31,Aug,2018,14,16.80615037262342
3043,31,Aug,2018,15,28.29735958346657
3044,31,Aug,2018,16,66.69606618377695
3045,31,Aug,2018,17,96.05650447081769
3046,31,Aug,2018,18,96.69517032220604
3047,31,Aug,2018,19,78.64205068325968
3048,31,Aug,2018,20,53.31672356001348
3049,31,Aug,2018,21,54.79626573401376
3050,31,Aug,2018,22,51.53467979321152
3051,31,Aug,2018,23,30.640603465403277
3052,1,Sep,2018,0,18.991630045352718
3053,1,Sep,2018,1,26.12119309244725
3054,1,Sep,2018,2,41.32324548215203
3055,1,Sep,2018,3,33.597387397172135
3056,1,Sep,2018,4,19.49341499937031
3057,1,Sep,2018,5,11.759037503141997
3058,1,Sep,2018,6,6.350180572793077
3059,1,Sep,2018,7,7.16868537925703
3060,1,Sep,2018,8,16.068476594327258
3061,1,Sep,2018,9,16.92295327618199
3062,1,Sep,2018,10,11.238805255527943
3063,1,Sep,2018,11,9.23863422422666
3064,1,Sep,2018,12,8.317039539841279
3065,1,Sep,2018,13,6.512670249527306
3066,1,Sep,2018,14,8.130976066257961
3067,1,Sep,2018,15,18.789852377028726
3068,1,Sep,2018,16,28.960375650631576
3069,1,Sep,2018,17,27.423305845807594
3070,1,Sep,2018,18,35.71028531308656
3071,1,Sep,2018,19,41.3072254453161
3072,1,Sep,2018,20,26.166939288933932
