,Day,Month,Year,Hour,Demand (kWh),Temp (C),Humidity
0,26,Apr,2018,20,0.2198326996197718,11.600000000000001,84.68
1,26,Apr,2018,21,3.4695700420252154,11.200000000000001,85.83
2,26,Apr,2018,22,6.71265419109681,10.8,86.14
3,26,Apr,2018,23,7.3643420105202635,10.4,85.52
4,27,Apr,2018,0,12.349323110347635,10,84.62
5,27,Apr,2018,1,3.4310608200836406,9.5,86.36
6,27,Apr,2018,2,5.605006341181252,9.200000000000001,88.43
7,27,Apr,2018,3,13.562519569566117,9.1,89.01
8,27,Apr,2018,4,13.290562618364588,9.1,88.43
9,27,Apr,2018,5,6.200066466219519,10.3,81.16
10,27,Apr,2018,6,1.8831236090766574,12.600000000000001,69.44
11,27,Apr,2018,7,0.8518042813455647,14.9,59.94
12,27,Apr,2018,8,0.8518042813455647,17.1,52.36
13,27,Apr,2018,9,0.8518042813455647,19.1,45.58
14,27,Apr,2018,10,0.8518042813455647,20.5,41.35
15,27,Apr,2018,11,0.8518042813455647,21.400000000000002,38.71
16,27,Apr,2018,12,0.8518042813455647,21.900000000000002,37
17,27,Apr,2018,13,0.8518042813455647,21.900000000000002,36.71
18,27,Apr,2018,14,1.5495801917097096,21.5,37.46
19,27,Apr,2018,15,5.851223113493811,21.200000000000003,37.7
20,27,Apr,2018,16,29.564024495967157,19.200000000000003,42.29
21,27,Apr,2018,17,42.81122048936247,16.7,50.38
22,27,Apr,2018,18,63.15319212506556,14,66.73
23,27,Apr,2018,19,55.70554595296845,12.700000000000001,75.97
24,27,Apr,2018,20,41.29614133045746,12.100000000000001,80.58
25,27,Apr,2018,21,34.24514352829694,11.700000000000001,84.31
26,27,Apr,2018,22,27.79095360908743,11.3,87.28
27,27,Apr,2018,23,13.025682659332677,10.8,89.85000000000001
28,28,Apr,2018,0,17.24473826691008,10.5,90.71000000000001
29,28,Apr,2018,1,18.182442847327707,10.200000000000001,91.2
30,28,Apr,2018,2,23.916733631321634,9.9,91.93
31,28,Apr,2018,3,26.8247779983758,9.5,93.45
32,28,Apr,2018,4,22.375761963553973,9.4,93.26
33,28,Apr,2018,5,21.659545543650882,10.8,84.56
34,28,Apr,2018,6,18.00798873421571,13.3,70.63
35,28,Apr,2018,7,17.901691136761134,15.8,56.63
36,28,Apr,2018,8,18.103389931941855,18.1,45.83
37,28,Apr,2018,9,13.451747885495195,20,38.660000000000004
38,28,Apr,2018,10,8.610976801157847,21.400000000000002,33.68
39,28,Apr,2018,11,8.610976801157847,22.200000000000003,31.5
40,28,Apr,2018,12,8.610976801157847,22.6,30.69
41,28,Apr,2018,13,10.35901803827125,22.5,31.11
42,28,Apr,2018,14,14.391059275384649,22,32.39
43,28,Apr,2018,15,11.62146653519579,21.6,33.730000000000004
44,28,Apr,2018,16,19.71955200082099,19.3,40.17
45,28,Apr,2018,17,27.224190716985692,16.7,50.27
46,28,Apr,2018,18,25.6175589094413,14.100000000000001,66.37
47,28,Apr,2018,19,46.69146524004254,12.700000000000001,77.96000000000001
48,28,Apr,2018,20,45.585085575454805,11.9,85.43
49,28,Apr,2018,21,31.10541352716231,11.5,90.57000000000001
50,28,Apr,2018,22,21.521599313529048,11.4,92.65
51,28,Apr,2018,23,13.984842524684048,11.4,92.34
52,29,Apr,2018,0,18.59963245851332,11.100000000000001,93.32000000000001
53,29,Apr,2018,1,23.5614424642913,10.5,95.67
54,29,Apr,2018,2,23.058994866360774,10.100000000000001,96.9
55,29,Apr,2018,3,29.180993747264463,9.8,97.85000000000001
56,29,Apr,2018,4,19.158992865860547,9.700000000000001,97.89
57,29,Apr,2018,5,14.956908814719732,10.8,91.10000000000001
58,29,Apr,2018,6,8.479849766414034,12.700000000000001,78.34
59,29,Apr,2018,7,4.023908007573228,14.600000000000001,65.22
60,29,Apr,2018,8,2.3630136986301387,16.5,56.15
61,29,Apr,2018,9,2.3630136986301387,18.1,50.67
62,29,Apr,2018,10,2.3630136986301387,19.3,46.77
63,29,Apr,2018,11,2.3630136986301387,20.1,44.46
64,29,Apr,2018,12,2.3630136986301387,20.400000000000002,43.550000000000004
65,29,Apr,2018,13,2.3630136986301387,20.3,43.660000000000004
66,29,Apr,2018,14,0.0,19.900000000000002,44.31
67,29,Apr,2018,15,0.0,19.5,45.42
68,29,Apr,2018,16,0.0,17.8,51.08
69,29,Apr,2018,17,1.8497837837837852,15.9,59.38
70,29,Apr,2018,18,4.175262393251023,13.9,72.52
71,29,Apr,2018,19,18.798147189447345,12.600000000000001,83.47
72,29,Apr,2018,20,34.69951864669992,12.100000000000001,88.32000000000001
73,29,Apr,2018,21,35.70563741893474,11.8,90.92
74,29,Apr,2018,22,30.384791807397338,11.600000000000001,91.9
75,29,Apr,2018,23,21.643053577707704,11.3,92.52
76,30,Apr,2018,0,19.09800069585347,10.9,93.92
77,30,Apr,2018,1,16.968625696662635,10.5,95.27
78,30,Apr,2018,2,14.132022536110126,10.100000000000001,97.28
79,30,Apr,2018,3,12.808868421052637,9.9,98.48
80,30,Apr,2018,4,4.5273324022346415,10,97.93
81,30,Apr,2018,5,5.354108007448787,11.100000000000001,91.14
82,30,Apr,2018,6,3.4994413407821203,12.8,78.33
83,30,Apr,2018,7,2.5462372971534983,14.5,65.43
84,30,Apr,2018,8,2.3242857142857107,16.3,56.07
85,30,Apr,2018,9,2.3242857142857107,17.8,49.84
86,30,Apr,2018,10,2.3242857142857107,18.7,47.17
87,30,Apr,2018,11,2.3242857142857107,19.1,45.84
88,30,Apr,2018,12,2.3242857142857107,19,46.03
89,30,Apr,2018,13,1.2396190476190472,18.7,46.96
90,30,Apr,2018,14,2.674995796553175,17.7,50.77
91,30,Apr,2018,15,6.665453938896561,16.7,55.43
92,30,Apr,2018,16,34.74144916642493,14.3,67.37
93,30,Apr,2018,17,51.62466060872417,13,75.09
94,30,Apr,2018,18,46.82678705935849,12.100000000000001,80.63
95,30,Apr,2018,19,40.76980687297826,11.4,85.39
96,30,Apr,2018,20,32.02028724706921,11,88.49
97,30,Apr,2018,21,24.261895133525865,10.8,89.93
98,30,Apr,2018,22,27.500007505619507,10.700000000000001,90.27
99,30,Apr,2018,23,22.43598543228194,10.600000000000001,90.47
100,1,May,2018,0,13.353600946940158,10.5,90.18
101,1,May,2018,1,7.589490431346823,10.5,89.17
102,1,May,2018,2,19.791169485234033,10.4,88.45
103,1,May,2018,3,25.51944818357728,10.3,87.46000000000001
104,1,May,2018,4,14.02209963988736,10.200000000000001,87.06
105,1,May,2018,5,7.308974949953532,10.3,85.36
106,1,May,2018,6,5.0792833660802,10.700000000000001,81.08
107,1,May,2018,7,3.5057841237399505,11.4,76.02
108,1,May,2018,8,3.013012419559886,12.200000000000001,71.58
109,1,May,2018,9,3.013012419559886,13.200000000000001,66.72
110,1,May,2018,10,3.013012419559886,14,63.08
111,1,May,2018,11,3.013012419559886,14.700000000000001,59.68
112,1,May,2018,12,3.013012419559886,15.200000000000001,57.04
113,1,May,2018,13,3.013012419559886,15.200000000000001,56.18
114,1,May,2018,14,5.645357430984105,14.700000000000001,57.53
115,1,May,2018,15,12.315528264778747,14.4,58.65
116,1,May,2018,16,29.117950849329745,13,64.54
117,1,May,2018,17,50.66375400490651,12.200000000000001,68.52
118,1,May,2018,18,53.03178039268746,11.700000000000001,71.87
119,1,May,2018,19,50.35185490713278,11.4,74.88
120,1,May,2018,20,38.7354522898944,11.200000000000001,77.5
121,1,May,2018,21,33.702216130379426,10.9,80.79
122,1,May,2018,22,28.901403907306328,10.700000000000001,83.02
123,1,May,2018,23,20.381095067370662,10.5,85.44
124,2,May,2018,0,32.30863858671728,10.4,87.23
125,2,May,2018,1,24.448857529885665,10.3,88.31
126,2,May,2018,2,10.906443825808978,10.200000000000001,88.79
127,2,May,2018,3,24.682764079121423,10.200000000000001,88.76
128,2,May,2018,4,20.66550876536555,10.200000000000001,89.03
129,2,May,2018,5,22.646510455989766,10.5,87.44
130,2,May,2018,6,15.387926621912627,11.100000000000001,83.92
131,2,May,2018,7,8.983446541673507,12.3,77.38
132,2,May,2018,8,4.683153812614664,13.9,68.84
133,2,May,2018,9,4.132676634191428,15.5,60.47
134,2,May,2018,10,4.132676634191428,17.2,53.36
135,2,May,2018,11,4.132676634191428,18.5,48.86
136,2,May,2018,12,4.132676634191428,19.200000000000003,46.74
137,2,May,2018,13,3.229122131821759,19.1,47.62
138,2,May,2018,14,5.119585305605325,18.2,51.660000000000004
139,2,May,2018,15,10.212289725469091,17.6,55.06
140,2,May,2018,16,28.585472926799326,15.100000000000001,66.48
141,2,May,2018,17,52.09308242652678,13.600000000000001,75.29
142,2,May,2018,18,56.752325937463,12.700000000000001,81.63
143,2,May,2018,19,37.625248536997596,12.3,84.26
144,2,May,2018,20,27.161550488234393,12.100000000000001,85.35000000000001
145,2,May,2018,21,28.57444565131835,11.9,86.48
146,2,May,2018,22,27.451598217761223,11.8,86.91
147,2,May,2018,23,26.372321896147973,11.700000000000001,87.10000000000001
148,3,May,2018,0,27.637005218832172,11.600000000000001,87.13
149,3,May,2018,1,24.71449501188446,11.5,87.4
150,3,May,2018,2,21.00708410588659,11.3,88.24
151,3,May,2018,3,35.22354725608207,11.100000000000001,88.91
152,3,May,2018,4,22.495213838732536,11,88.72
153,3,May,2018,5,27.695037633420128,11.9,82.87
154,3,May,2018,6,18.964511174279412,13.700000000000001,73.32000000000001
155,3,May,2018,7,6.114593809321325,16.1,62.79
156,3,May,2018,8,3.335181058495822,18.7,52.63
157,3,May,2018,9,3.335181058495822,21.400000000000002,42.86
158,3,May,2018,10,3.335181058495822,23.400000000000002,35.39
159,3,May,2018,11,3.335181058495822,24.3,32.72
160,3,May,2018,12,4.7894667727815365,24.5,32.21
161,3,May,2018,13,4.056652407481103,24.400000000000002,32.2
162,3,May,2018,14,6.822667350436655,23.900000000000002,33.05
163,3,May,2018,15,14.609808284443064,23.6,33.71
164,3,May,2018,16,38.8012646280315,21.8,38.230000000000004
165,3,May,2018,17,54.83388391729374,19.3,47.86
166,3,May,2018,18,51.42261955019472,16.8,63.53
167,3,May,2018,19,41.5942939333531,15.8,68.98
168,3,May,2018,20,35.086555203553374,15.8,67.85
169,3,May,2018,21,31.900182710843804,15.9,64.98
170,3,May,2018,22,25.530472804611332,15.8,62.71
171,3,May,2018,23,32.904920154554,15.4,62.230000000000004
172,4,May,2018,0,20.134423533003737,14.9,62.21
173,4,May,2018,1,15.582766038010174,14.3,63.2
174,4,May,2018,2,19.105067545043767,13.8,64.37
175,4,May,2018,3,23.708233574629293,13.3,65.73
176,4,May,2018,4,25.40087959364593,13.5,64.1
177,4,May,2018,5,21.128664115126046,15.9,54.120000000000005
178,4,May,2018,6,12.192878966918164,19.8,42.44
179,4,May,2018,7,4.365936278853555,23.700000000000003,31.78
180,4,May,2018,8,2.3294145397231203,27,22.37
181,4,May,2018,9,2.3294145397231203,28.700000000000003,18.8
182,4,May,2018,10,2.3294145397231203,29.6,17.78
183,4,May,2018,11,2.3294145397231203,29.900000000000002,18.09
184,4,May,2018,12,3.0853494234440504,29.900000000000002,18.900000000000002
185,4,May,2018,13,8.54913546995568,29.6,19.900000000000002
186,4,May,2018,14,9.140025880914584,28.900000000000002,21.18
187,4,May,2018,15,11.918801145380357,28.5,22.21
188,4,May,2018,16,35.002448285925546,25.8,27.22
189,4,May,2018,17,58.60418212100424,22.900000000000002,36.87
190,4,May,2018,18,57.63463097227151,20.5,48.36
191,4,May,2018,19,52.84469588614282,19.6,50.660000000000004
192,4,May,2018,20,47.02533699310563,19.6,47.81
193,4,May,2018,21,41.54574922900465,19.8,43.82
194,4,May,2018,22,38.495363468751606,19.8,40.62
195,4,May,2018,23,26.401773319976215,19.5,39.28
196,5,May,2018,0,29.130158989959604,19,38.19
197,5,May,2018,1,20.002777308367733,18.3,39.39
198,5,May,2018,2,29.447415258234283,17.5,41.33
199,5,May,2018,3,38.42290305416971,16.900000000000002,42.74
200,5,May,2018,4,45.537683029973444,16.8,42.800000000000004
201,5,May,2018,5,33.625446744983535,18.8,39.24
202,5,May,2018,6,18.82336293813046,22.3,33.56
203,5,May,2018,7,22.330058194658285,25.6,23.66
204,5,May,2018,8,22.43985449095458,28.1,19.92
205,5,May,2018,9,22.43985449095458,29.1,19.830000000000002
206,5,May,2018,10,17.26665913006469,29.6,20.54
207,5,May,2018,11,12.471803675634149,29.900000000000002,21.09
208,5,May,2018,12,13.554454278043787,30,21.490000000000002
209,5,May,2018,13,14.349585917645673,29.8,21.85
210,5,May,2018,14,1.2911209508779253,29.1,22.54
211,5,May,2018,15,7.943855467482499,28.700000000000003,22.77
212,5,May,2018,16,26.08515374075699,26.6,25.18
213,5,May,2018,17,20.427544997098376,23.6,30.48
214,5,May,2018,18,21.77541979747182,20.8,43.21
215,5,May,2018,19,22.515337397577284,20.1,46.36
216,5,May,2018,20,24.017544863433045,20.5,43.81
217,5,May,2018,21,31.534962222979004,20.6,40.43
218,5,May,2018,22,34.61764869764974,20,43.11
219,5,May,2018,23,35.75939436289879,19.400000000000002,45.37
220,6,May,2018,0,9.515658268437932,18.900000000000002,47.06
221,6,May,2018,1,7.766393090007129,18.400000000000002,49.230000000000004
222,6,May,2018,2,8.156010484186709,17.900000000000002,51.74
223,6,May,2018,3,18.60972795073799,17.6,52.17
224,6,May,2018,4,15.72649409327198,17.400000000000002,52.19
225,6,May,2018,5,13.767119695891866,18.400000000000002,49.63
226,6,May,2018,6,4.76904215532786,20.6,47.300000000000004
227,6,May,2018,7,3.7440744433366575,22.900000000000002,34.84
228,6,May,2018,8,1.5781920903954816,24.5,29.060000000000002
229,6,May,2018,9,1.8982736803536406,25.900000000000002,26.09
230,6,May,2018,10,6.058005091898856,27,23.98
231,6,May,2018,11,6.8900656979594626,27.5,23.2
232,6,May,2018,12,6.8900656979594626,27.400000000000002,23.080000000000002
233,6,May,2018,13,6.8900656979594626,26.6,23.88
234,6,May,2018,14,3.62125617414994,25.5,25.1
235,6,May,2018,15,2.508692425281106,24.8,25.67
236,6,May,2018,16,2.6346821902856092,23.6,26.57
237,6,May,2018,17,14.461696357028073,21.3,31.29
238,6,May,2018,18,20.954884341458975,18.900000000000002,47.550000000000004
239,6,May,2018,19,16.14867225767085,17.8,51.4
240,6,May,2018,20,12.616253962216305,16.900000000000002,56.99
241,6,May,2018,21,7.132829719792062,16.1,61.5
242,6,May,2018,22,2.547502092050209,15.5,63.36
243,6,May,2018,23,6.259342342342342,15.3,62.07
244,7,May,2018,0,30.728286048211128,15.200000000000001,60.72
245,7,May,2018,1,24.664755381180235,15.100000000000001,60.31
246,7,May,2018,2,33.65103841695811,14.9,59.53
247,7,May,2018,3,40.554458532580895,14.5,58.85
248,7,May,2018,4,31.844013787772095,14.3,57.800000000000004
249,7,May,2018,5,13.815854953762589,15.600000000000001,53.02
250,7,May,2018,6,4.23477478800171,18.1,45.88
251,7,May,2018,7,4.82376090356844,20.900000000000002,36.44
252,7,May,2018,8,1.6031933360008739,23.3,29.78
253,7,May,2018,9,1.1589771197846577,24.8,28.11
254,7,May,2018,10,1.1589771197846577,25.900000000000002,26.92
255,7,May,2018,11,1.1589771197846577,26.6,26.47
256,7,May,2018,12,1.539781074712375,26.900000000000002,26.37
257,7,May,2018,13,3.89048061602973,26.8,26.8
258,7,May,2018,14,6.184045833421034,26.3,27.86
259,7,May,2018,15,16.730001528069835,26,28.62
260,7,May,2018,16,59.98363459699025,24,32.660000000000004
261,7,May,2018,17,30.32281076507113,21.3,39.550000000000004
262,7,May,2018,18,30.32281076507113,18.3,53.93
263,7,May,2018,19,30.32281076507113,16.900000000000002,62.06
264,7,May,2018,20,30.32281076507113,16.5,63.370000000000005
265,7,May,2018,21,37.47363422412786,16.400000000000002,62.22
266,7,May,2018,22,54.16979632506315,16.2,62.06
267,7,May,2018,23,43.04082700512772,16,61.31
268,8,May,2018,0,23.1989922815614,15.9,60.18
269,8,May,2018,1,23.620224868957415,15.5,60.42
270,8,May,2018,2,29.078977041854102,15.100000000000001,61.06
271,8,May,2018,3,31.44748933356086,14.700000000000001,62.230000000000004
272,8,May,2018,4,24.21424061549188,14.600000000000001,62.410000000000004
273,8,May,2018,5,27.93930284527675,15.700000000000001,59.74
274,8,May,2018,6,34.42881871977359,17.8,51.94
275,8,May,2018,7,28.251293412477857,19.700000000000003,45.13
276,8,May,2018,8,16.411707354772307,21.400000000000002,40.95
277,8,May,2018,9,7.817927080542841,22.6,38.26
278,8,May,2018,10,3.031903017649209,23.6,36.29
279,8,May,2018,11,2.6940149057610974,24.6,34.26
280,8,May,2018,12,3.0793692952728664,25.700000000000003,32.63
281,8,May,2018,13,8.22817172378882,26.6,30.96
282,8,May,2018,14,10.333138967656065,26.8,30.240000000000002
283,8,May,2018,15,22.32220662767689,26.700000000000003,30.01
284,8,May,2018,16,35.38730950782893,24.6,34.34
285,8,May,2018,17,54.765616743531425,21.6,43.56
286,8,May,2018,18,51.05840696120805,18.5,58.72
287,8,May,2018,19,40.439058652012505,17,66.25
288,8,May,2018,20,29.858328777850257,16.6,67.3
289,8,May,2018,21,28.010160521463412,16.3,67.2
290,8,May,2018,22,21.846530142831774,15.9,67.45
291,8,May,2018,23,20.459946503230643,15.4,68
292,9,May,2018,0,22.78011165182081,15,67.93
293,9,May,2018,1,19.35172576544859,14.700000000000001,69.02
294,9,May,2018,2,18.337254621450352,14.5,70.72
295,9,May,2018,3,24.77480393360547,14.5,71.62
296,9,May,2018,4,22.345062469047853,14.600000000000001,72.53
297,9,May,2018,5,19.879616344081843,15.600000000000001,69.8
298,9,May,2018,6,3.4310228655180004,17.7,61.75
299,9,May,2018,7,1.7715437665782503,20.5,54.63
300,9,May,2018,8,2.214429708222812,23.400000000000002,47.96
301,9,May,2018,9,2.214429708222812,25.900000000000002,42.34
302,9,May,2018,10,2.214429708222812,27.700000000000003,38.5
303,9,May,2018,11,2.214429708222812,29,35.4
304,9,May,2018,12,2.5206548603526295,29.700000000000003,33.43
305,9,May,2018,13,5.558654548291466,29.8,32.57
306,9,May,2018,14,3.7691589908999226,29.3,32.9
307,9,May,2018,15,13.711092178298744,28.900000000000002,33.26
308,9,May,2018,16,36.84009211741394,26.5,38.160000000000004
309,9,May,2018,17,61.9353790621966,23.400000000000002,47.49
310,9,May,2018,18,54.12291833046006,20.1,64.12
311,9,May,2018,19,49.35339916796674,18.1,75.01
312,9,May,2018,20,43.60998026698823,17,80.43
313,9,May,2018,21,40.69293570487419,16.3,83.83
314,9,May,2018,22,38.57416402489997,15.700000000000001,86.68
315,9,May,2018,23,23.27700948138318,15.3,88.04
316,10,May,2018,0,21.683039306805107,15,88.31
317,10,May,2018,1,23.980303157259645,14.600000000000001,88.68
318,10,May,2018,2,29.22914134480716,14.3,88.18
319,10,May,2018,3,31.68787918680311,14,87.58
320,10,May,2018,4,30.29000619681975,14,85.09
321,10,May,2018,5,11.799300417934687,15.4,75.91
322,10,May,2018,6,12.653352548893245,18,61.82
323,10,May,2018,7,12.877507422654892,20.8,48.64
324,10,May,2018,8,9.970241188888659,23,39.35
325,10,May,2018,9,6.929948981096455,24.1,36.77
326,10,May,2018,10,6.929948981096455,24.5,36.96
327,10,May,2018,11,6.929948981096455,24.6,37.69
328,10,May,2018,12,3.6293190598366216,24.5,38.550000000000004
329,10,May,2018,13,1.556506828107463,24.200000000000003,39.550000000000004
330,10,May,2018,14,3.2456184557227017,23.6,40.64
331,10,May,2018,15,9.221600408961304,23.3,40.69
332,10,May,2018,16,34.608064271351594,21.700000000000003,44.13
333,10,May,2018,17,62.28986324813011,19.6,50.6
334,10,May,2018,18,57.91119744366298,17.2,62.61
335,10,May,2018,19,46.54424517675351,15.700000000000001,73.17
336,10,May,2018,20,39.40137597954968,14.8,79.8
337,10,May,2018,21,40.960308982245834,14.200000000000001,84.41
338,10,May,2018,22,27.176284351779188,13.8,87.13
339,10,May,2018,23,22.618998079743275,13.4,89.54
340,11,May,2018,0,18.43844770833067,13.200000000000001,90.71000000000001
341,11,May,2018,1,11.247952766967122,13.100000000000001,90.62
342,11,May,2018,2,13.669763985501083,13,90.45
343,11,May,2018,3,18.998439259778387,12.9,90.59
344,11,May,2018,4,23.76444728682008,12.8,90.77
345,11,May,2018,5,24.894672412837654,13.3,87.47
346,11,May,2018,6,10.483731667041921,14.4,81.76
347,11,May,2018,7,4.26324858618146,15.700000000000001,76.68
348,11,May,2018,8,1.8823098106712557,17.1,71.53
349,11,May,2018,9,1.4403098106712557,18.2,67.52
350,11,May,2018,10,1.4403098106712557,18.8,65.66
351,11,May,2018,11,1.4403098106712557,19,65.62
352,11,May,2018,12,2.241030740903814,19.1,65.5
353,11,May,2018,13,8.19746772514987,18.900000000000002,66.55
354,11,May,2018,14,7.385151622463378,18.400000000000002,69.16
355,11,May,2018,15,20.0481078127196,18.1,71
356,11,May,2018,16,46.02272909147831,16.400000000000002,79.10000000000001
357,11,May,2018,17,56.401919500396566,15.3,84.45
358,11,May,2018,18,52.946982754196405,14.5,88.83
359,11,May,2018,19,46.076870248160844,14,90.15
360,11,May,2018,20,38.37267962326252,13.700000000000001,89.69
361,11,May,2018,21,33.51839497273627,13.5,89.31
362,11,May,2018,22,30.385747436683555,13.3,89.15
363,11,May,2018,23,24.35117716860444,13.100000000000001,89.3
364,12,May,2018,0,41.13726350047806,12.9,89.82000000000001
365,12,May,2018,1,36.244066215325304,12.700000000000001,90.26
366,12,May,2018,2,33.52705449452055,12.5,90.63
367,12,May,2018,3,36.70407412048323,12.3,91.02
368,12,May,2018,4,35.30746910220375,12.3,90.27
369,12,May,2018,5,30.042644106387694,12.4,89.07000000000001
370,12,May,2018,6,22.2251857430787,13,84.77
371,12,May,2018,7,23.277116412016916,13.9,79.55
372,12,May,2018,8,23.848589821198676,15.200000000000001,71.93
373,12,May,2018,9,18.308229753384374,16.5,64.94
374,12,May,2018,10,16.669682499492914,17.8,59.15
375,12,May,2018,11,6.349062200556041,18.7,55.58
376,12,May,2018,12,5.476409085905357,19,54.82
377,12,May,2018,13,7.028394546504693,18.900000000000002,55.81
378,12,May,2018,14,1.0139368270586477,18.400000000000002,58.45
379,12,May,2018,15,2.6408289062999826,18.1,60.29
380,12,May,2018,16,7.228481359402438,16.6,67.32000000000001
381,12,May,2018,17,16.932973063899215,15.5,73.27
382,12,May,2018,18,22.884210423488877,14.5,79.92
383,12,May,2018,19,16.68390937023332,14,83.83
384,12,May,2018,20,51.475118941531385,13.600000000000001,86.17
385,12,May,2018,21,19.461291321199152,13.3,87.72
386,12,May,2018,22,13.278190454962248,13.100000000000001,88.69
387,12,May,2018,23,28.748183841499642,12.9,89.55
388,13,May,2018,0,16.00659441318473,12.700000000000001,90.36
389,13,May,2018,1,16.44873003464033,12.600000000000001,90.61
390,13,May,2018,2,14.441986565882058,12.4,91.42
391,13,May,2018,3,16.238638539084754,12.3,91.39
392,13,May,2018,4,8.76053362066299,12.3,90.73
393,13,May,2018,5,12.762799653271681,12.5,88.58
394,13,May,2018,6,11.301340004148877,13.200000000000001,82.96000000000001
395,13,May,2018,7,2.216499999999999,14.3,76.36
396,13,May,2018,8,8.430995904995912,15.600000000000001,69.65
397,13,May,2018,9,8.72642847683274,16.8,63.85
398,13,May,2018,10,7.419463293080325,17.7,60.13
399,13,May,2018,11,7.4674375530545785,18.5,57.28
400,13,May,2018,12,4.514366767983786,19.400000000000002,54.33
401,13,May,2018,13,3.1040810536980756,20.200000000000003,51.68
402,13,May,2018,14,0.988652482269504,20.5,50.800000000000004
403,13,May,2018,15,0.988652482269504,20.5,50.660000000000004
404,13,May,2018,16,0.988652482269504,19,55.85
405,13,May,2018,17,6.291561573178594,17.2,63.52
406,13,May,2018,18,12.513669531411143,15.3,74
407,13,May,2018,19,10.31431132245592,14.100000000000001,82.61
408,13,May,2018,20,9.848427926933532,13.600000000000001,86.66
409,13,May,2018,21,16.33440857762923,13.3,88.89
410,13,May,2018,22,27.424510090928187,13,90.95
411,13,May,2018,23,30.400257650134026,12.9,91.43
412,14,May,2018,0,32.67075578793277,12.8,91.47
413,14,May,2018,1,27.211951934260373,12.700000000000001,91.32000000000001
414,14,May,2018,2,6.550238768708015,12.600000000000001,90.94
415,14,May,2018,3,10.890291550179473,12.4,91.26
416,14,May,2018,4,17.577275936200227,12.4,90.5
417,14,May,2018,5,15.989710936220341,13.100000000000001,85.84
418,14,May,2018,6,6.285245707227828,14.4,78.08
419,14,May,2018,7,3.902503536818279,16.2,69.57000000000001
420,14,May,2018,8,3.6624641212202116,18.1,62.01
421,14,May,2018,9,4.553309191642747,19.700000000000003,56.49
422,14,May,2018,10,4.553309191642747,20.8,53.22
423,14,May,2018,11,3.8406331353047185,21.3,51.92
424,14,May,2018,12,1.7794990456992141,21.400000000000002,51.910000000000004
425,14,May,2018,13,6.702209452939034,21.1,52.88
426,14,May,2018,14,6.777769957570052,20.6,54.27
427,14,May,2018,15,15.111156347756541,20.200000000000003,55.31
428,14,May,2018,16,42.47124671832097,18.2,62.43
429,14,May,2018,17,59.00493882965912,16.400000000000002,69.99
430,14,May,2018,18,58.60122462188149,14.8,78.19
431,14,May,2018,19,46.9236996153575,13.9,83.32000000000001
432,14,May,2018,20,41.29361095333644,13.4,85.92
433,14,May,2018,21,34.59142508174136,13.100000000000001,87.60000000000001
434,14,May,2018,22,35.461162894965604,12.9,88.78
435,14,May,2018,23,37.22205545282137,12.700000000000001,90.01
436,15,May,2018,0,19.781569348479096,12.600000000000001,90.73
437,15,May,2018,1,31.841770806206927,12.4,91.96000000000001
438,15,May,2018,2,36.770897084477994,12.3,92.35000000000001
439,15,May,2018,3,22.141714925893194,12.200000000000001,92.48
440,15,May,2018,4,20.507794223364503,12.4,90.74
441,15,May,2018,5,12.96250055160755,13,86.87
442,15,May,2018,6,5.961368404753749,14.200000000000001,79.86
443,15,May,2018,7,3.8865926493842573,15.600000000000001,73.42
444,15,May,2018,8,0.8224950884086452,17.2,66.78
445,15,May,2018,9,2.1662334061656536,18.900000000000002,60.19
446,15,May,2018,10,2.8897848080348103,20.5,54.08
447,15,May,2018,11,2.8897848080348103,21.6,49.34
448,15,May,2018,12,5.809850229475715,21.900000000000002,46.76
449,15,May,2018,13,11.31843431360694,21.5,46.79
450,15,May,2018,14,12.532418571974485,20.700000000000003,47.95
451,15,May,2018,15,20.048234570629678,20.3,47.28
452,15,May,2018,16,39.23598088466512,18.5,50.99
453,15,May,2018,17,50.89260561576428,16.7,55.910000000000004
454,15,May,2018,18,51.88004972910299,14.600000000000001,65.4
455,15,May,2018,19,39.09220678223876,13.100000000000001,74.84
456,15,May,2018,20,31.590149974830624,12.4,80.02
457,15,May,2018,21,40.06152628539348,11.8,84.5
458,15,May,2018,22,33.878906328538775,11.3,88.07000000000001
459,15,May,2018,23,26.077130608968048,11,89.77
460,16,May,2018,0,25.927242914085127,10.8,90.74
461,16,May,2018,1,21.00781987527776,10.700000000000001,91.28
462,16,May,2018,2,21.83377804675544,10.700000000000001,90.94
463,16,May,2018,3,26.081296441377447,10.600000000000001,90.47
464,16,May,2018,4,27.55737196083864,10.700000000000001,88.59
465,16,May,2018,5,26.00638031774567,11.700000000000001,81.8
466,16,May,2018,6,19.89943514148702,13.8,68.73
467,16,May,2018,7,12.960364945310072,16.1,53.53
468,16,May,2018,8,1.2424107142857124,18.3,43.02
469,16,May,2018,9,1.5305978487886365,20.200000000000003,36.31
470,16,May,2018,10,4.700656328320801,21.700000000000003,32.04
471,16,May,2018,11,4.700656328320801,22.6,30.150000000000002
472,16,May,2018,12,4.486657933107963,23,29.69
473,16,May,2018,13,4.180328522978961,22.8,30.69
474,16,May,2018,14,9.096861844388828,22.200000000000003,32.61
475,16,May,2018,15,17.33674454670725,21.700000000000003,34.300000000000004
476,16,May,2018,16,46.926590698319636,19.400000000000002,40.53
